Language	Filename	Relationships	Speaker_ID	Text	Gloss	Translation	Word_Order	Position_LexVerb	Wordform_A	Wordform_P	Gloss_A	Gloss_P	Case_A	Case_P	Person_A	Person_P	Semantics_A	Semantics_P	Structure_A	Structure_P	Length_A_Syl	Length_P_Syl	Length_A_Words	Length_P_Words	DiscourseStatus_A	DiscourseStatus_P	SituationStatus_A	SituationStatus_P	Verb_Lemma	Semantics_Verb	Tense_Aspect	Utterance_Type	Clause	Formal_Ambiguity	Ditransitive	Idiomatic	FirstArg_Role	FirstArg_Discourse	FirstArg_Situation	Exclude
Russian	At_the_Dinner_Table	Family&Friends	T2_A	A. А ты попробуй эту//	but you.NOM.SG try.PFV.IMP.SG this.ACC.F.SG	But try this one.	AVP	Middle	ty	etu	you.NOM.SG	this.F.ACC.SG	A_only	P_only	2	3	human	inanimate	Pronoun	Pronoun	1	2	1	1	Mentioned_close	Mentioned_far	Present_salient	Present_salient	poprobovat'	noncausal	Present	imperative	main	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
Russian	At_the_Dinner_Table	Family&Friends	T2_E	E. Ты хоть слышала что-нибудь?	you.NOM.SG at.least hear.IPFV.PST.F.SG what.NOM/ACC-ever	Did you hear anything?	AVP	Middle	ty	čto-nibud'	you.NOM.SG	what.NOM/ACC-ever	A_only	Ambiguous	2	3	human	inanimate	Pronoun	Pronoun	1	3	1	1	Mentioned_far	Non-referential	Present_salient	Non-referential	slyshat'	noncausal	Past	interrogative	main	Unambiguous	No	No	A	No_Comparison	No_Comparison	No
Russian	At_the_Dinner_Table	Family&Friends	T2_K	K. Ну и (что?)/ он написал чего?	so and he.NOM.SG write.PFV.PST.M.SG what.GEN	So what? What did he write?	AVP	Middle	on	čego	he.NOM.SG	what.GEN	A_only	P_only	3	3	human	inanimate	Pronoun	Pronoun	1	2	1	1	Mentioned_far	Non-referential	Absent_familiar	Non-referential	napisat'	causal	Past	interrogative	main	Unambiguous	No	No	A	No_Comparison	No_Comparison	QW_RP
Russian	At_the_Dinner_Table	Family&Friends	T2_K	K. Я больше … я больше люблю эту// Соленую//	I.NOM.SG more I.NOM.SG more like.IPFV.PRS.1.SG this.ACC.F.SG salty.ACC.F.SG	I (like) more... I like this more, the salty one	AVP	Middle	ja	etu	I.NOM.SG	this.F.ACC.SG	A_only	P_only	1	3	human	inanimate	Pronoun	Pronoun	1	2	1	1	Mentioned_close	New_familiar	Present_salient	Present_salient	ljubit'	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
Russian	At_the_Dinner_Table	Family&Friends	T2_R	P. Я не знала что там вход есть//	I.NOM.SG not know.IPFV.PST.F.SG that there entrance.NOM/ACC.SG be.IPFV.PRS.3.SG	I didn't know that there is an entrance.	AVP	Middle	ja	čto tam vxod jest'	I.NOM.SG	that there entrance.NOM/ACC.SG be.IPFV.PRS.3.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	4	1	4	Mentioned_close	Inferable_close	Present_salient	Absent_unfamiliar	byt'	noncausal	Present	declarative	subordinate	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Accountant_Conversation	Colleagues	Zh	а вот если мы компьютер ремонтируем/ мы приглашаем мастера/	and well if we.NOM.PL computer.NOM/ACC.SG repair.IPFV.PRS.1.PL we.NOM.PL invite.IPFV.PRS.1.PL master.ACC/GEN.SG	On the other hand, if we are repairing a computer, we are inviting a master.	AVP	Middle	my	mastera	we.NOM.PL	master.ACC/GEN.SG	A_only	P_only	1	3	human	human	Pronoun	BareNoun	1	3	1	1	Mentioned_close	New	Inferable_salient	Absent_unfamiliar	priglašat'	causal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	At_Home	Family	2	А вы скажите/ что не будете продавать.	and you.NOM.PL say.PFV.IMP.2.PL that not be.IPFV.FUT.2.PL sell.IPFV.INF	And you say that you won't sell it.	AVP	Middle	vy	čto ne budete prodavat' jego	you.NOM.PL	that not be.IPFV.FUT.2.PL sell.IPFV.INF	A_only	P_only	2	3	human	inanimate	Pronoun	Clause	1	10	1	5	Mentioned_far	New_unfamiliar	Absent_familiar	Absent_unfamiliar	skazat'	noncausal	Present	imperative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Day_in_a_Family	Family	T1_A	А Кирилке/ я не знаю что он будет//	and NAME.DAT.SG I.NOM.SG not know.IPFV.PRS.1.SG what.NOM/ACC he.NOM.SG be.IPFV.FUT.3.SG	And to Kirilka, I don't know what he will [eat].	AVP	Middle	ja	čto on budet	I.NOM.SG	what.NOM/ACC he.NOM.SG be.IPFV.PRS.3.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	4	1	3	Mentioned_far	New_unfamiliar	Present_salient	Absent_unfamiliar	znat'	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	At_Home	Family	2	А мне Валька не говорит про банк ничего.	and I.DAT.SG NAME.NOM.SG not tell.IPFV.PRS.3.SG about bank.NOM/ACC.SG nothing	And Val'ka doesn't tell me anything about the bank.	AVP	Middle	Val'ka	ničego	NAME.NOM.SG	nothing	A_only	Ambiguous	3	3	human	inanimate	BareNoun	Pronoun	2	3	1	1	Inferable_far	Non-referential	Absent_familiar	Non-referential	govorit'	noncausal	Present	declarative	main	Unambiguous	Yes	No	A	No_Comparison	No_Comparison	No
Russian	Quarrel	Couple	E	а с Ликой у меня ничего не было после того/ как я тебе сказал/ что мы расстались/	and with NAME.INS.SG at I.NOM.SG nothing.NOM/ACC not be.IPFV.PST.N.SG after that.ACC how I.NOM.SG you.DAT.SG tell.PFV.PST.M.SG that we.NOM.PL break.up.PFV.PST.PL	And I had nothing with Lika (proper name) afetr I told you that we broke up.	AVP	Middle	ja	čto my rasstalis'	I.NOM.SG	that we.NOM.PL break.up.PFV.PST.PL	A_only	P_only	1	3	human	inanimate	Pronoun	Clause	1	5	1	3	Mentioned_close	New_familiar	Present_salient	Absent_unfamiliar	skazat'	noncausal	Past	declarative	subordinate	Unambiguous	Yes	No	A	More_Accessible	More_Accessible	No
Russian	At_the_Furniture_Store	Seller/Buyer	S	а сейчас они поменяли кромку да/	and now they.NOM.PL change.PFV.PST.PL edge.ACC.SG yes	And now they have changed the edge, yes.	AVP	Middle	oni	kromku	they.NOM.PL	edge.ACC.SG	A_only	P_only	3	3	human	inanimate	Pronoun	BareNoun	2	2	1	1	New_familiar	Mentioned_far	Absent_familiar	Unclear	pomenjat'	causal	Past	declarative	main	Unambiguous	No	No	A	Less_Accessible	Unclear	No
Russian	Exclassmates_Meeting	Ex-classmates	S	А ты небось не помнишь/ где я живу.	and you.NOM.SG no.doubt not remember.IPFV.PRS.2.SG where I.NOM.SG live.IPFV.PRS.1.SG	No doubt you don't remember where I live.	AVP	Middle	ty	gde ja živu	I.NOM.SG	where I.NOM.SG live.IPFV.PRS.1.SG	A_only	P_only	2	3	human	inanimate	Pronoun	Clause	1	4	1	3	Mentioned_far	New_unfamiliar	Present_salient	Absent_unfamiliar	pomnit'	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Home_Conversation	Family	I	А что/ бабушка делала такую штуку?	and what.NOM/ACC grandma.NOM.SG do.IPFV.PST.F.SG that.ACC.F.SG thing.ACC.SG	And what, grandma did that thing?	AVP	Middle	babuška	takuju štuku	grandma.NOM.SG	that.ACC.F.SG thing.ACC.SG	A_only	P_only	3	3	human	inanimate	BareNoun	NP	3	5	1	2	Mentioned_far	Mentioned_far	Absent_familiar	Absent_familiar	delat'	noncausal	Past	declarative	main	Unambiguous	No	No	A	Same_Accessibility	Same_Accessibility	No
Russian	At_Dinner	Spouses	I	а я вчера спросил немцев/	and I.NOM.SG yesterday ask.PFV.PST.M.SG the.german.ACC/GEN.PL	And I asked the Germans yeasterday.	AVP	Middle	ja	nemtsev	I.NOM.SG	the.german.ACC/GEN.PL	A_only	P_only	1	3	human	human	Pronoun	BareNoun	1	2	1	1	Mentioned_far	New_familiar	Present_salient	Absent_familiar	sprosit'	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Going_Through_Photos	Friends	2	А я думала/ что у тебя моих много книжек.	and I.NOM.SG think.IPFV.PST.F.SG that at you.ACC/GEN.SG I.POSS.GEN.PL a.lot book.DIM.GEN.PL	And I've thought that you have a lot of my books.	AVP	Middle	ja	čto u tebja moix mnogo knižek	I.NOM.SG	that at you.ACC/GEN.SG I.POSS.GEN.PL a.lot book.DIM.GEN.PL	A_only	P_only	1	3	human	inanimate	Pronoun	Clause	1	10	1	6	Mentioned_close	New_unfamiliar	Present_salient	Absent_unfamiliar	dumat'	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	At_Dinner	Spouses	I	а я спросил её вчера про эту аварию/	and I.NOM.SG ask.PFV.PST.M.SG she.ACC/GEN.SG yesterday about this.ACC.F.SG crash.ACC.SG	And I asked her about this crash yesterday.	AVP	Middle	ja	jejo	I.NOM.SG	she.ACC/GEN.SG	A_only	P_only	1	3	human	human	Pronoun	Pronoun	1	2	1	1	Mentioned_far	New_familiar	Absent_familiar	Absent_familiar	sprosit'	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
Russian	Going_Through_Photos	Friends	1	А/ я не поняла/ что это такое большое/ я думала стол.	and I.NOM.SG not understand.PFV.PST.F.SG what.NOM/ACC this such.NOM/ACC.N.SG big.NOM/ACC.N.SG I.NOM.SG think.IPFV.PST.1.SG table.NOM/ACC.SG	And I didn't understand, what's that big (thing), I thought (it's) a table.	AVP	Middle	ja	čto eto takoje bol'šoje	I.NOM.SG	what.NOM/ACC this such.NOM/ACC.N.SG big.NOM/ACC.N.SG	A_only	P_only	1	3	human	inanimate	Pronoun	Clause	1	9	1	4	Mentioned_far	New_unfamiliar	Present_salient	Absent_unfamiliar	ponjat'	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Day_in_a_Family	Family	T1_C	Б. Кто видел мои часы?	who.NOM see.IPFV.PST.M.SG I.POSS.NOM/ACC.PL watch.NOM/ACC	Who's seen my watch?	AVP	Middle	kto	moi časy	who.NOM	my.NOM/ACC.PL watch.NOM/ACC	A_only	Ambiguous	3	3	human	inanimate	Pronoun	NP	1	4	1	2	Non-referential	New_familiar	Non-referential	Absent_familiar	videt'	noncausal	Past	interrogative	main	Unambiguous	No	No	A	No_Comparison	No_Comparison	QW_RP
Russian	Day_in_a_Family	Family	T1_C	Б. Наталья Евгеньевна/ а вы не знаете где его кубики эти//	NAME.NOM.SG PATRONYMIC.NOM.SG and you.NOM.FRM not know.IPFV.PRS.2.PL where his.NOM/ACC.PL brick.NOM/ACC.PL this.NOM/ACC.PL	Natalia Evgenievna (proper name), do you know where his bricks are?	AVP	Middle	vy	gde ego kubiki	you.NOM.PL	where his.NOM/ACC.PL brick.NOM/ACC.PL	A_only	Ambiguous	2	3	human	inanimate	Pronoun	Clause	1	6	1	3	Mentioned_close	New_unfamiliar	Present_salient	Absent_unfamiliar	znat'	noncausal	Present	interrogative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Music_and_Theater	Friends	T	в общем он имел успех//	in general it.NOM.SG have.IPFV.PST.M.SG success.NOM/ACC.SG	In general, it was a success.	AVP	Middle	on	uspex	it.NOM.SG	success.NOM/ACC.SG	A_only	Ambiguous	3	3	human	inanimate	Pronoun	BareNoun	1	2	1	1	Mentioned_close	New_unfamiliar	Absent_familiar	Absent_unfamiliar	imet'	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Quarrel	Couple	E	В том-то и проблема/ что ты не любишь меня/	in that and problem.NOM.SG that you.NOM.SG not love.IPFV.PRS.2.SG I.ACC/GEN.SG	That's the problem, you don't love me.	AVP	Middle	ty	menja	you.NOM.SG	I.ACC/GEN.SG	A_only	P_only	2	1	human	human	Pronoun	Pronoun	1	2	1	1	Mentioned_far	Mentioned_far	Present_salient	Present_salient	ljubit'	noncausal	Present	declarative	main	Unambiguous	No	No	A	Same_Accessibility	Same_Accessibility	No
Russian	At_the_Dinner_Table	Family&Friends	T2_Z	Ведь ты говорил что два воздержавшихся было//	after.all you.NOM.SG say.IPFV.PST.M.SG that two.M.PL abstainer.GEN.PL be.IPFV.PST.N.SG	After all, you said there were two abstainers.	AVP	Middle	ty	čto dva vozderžavšixs'a bylo	you.NOM.SG	that two.M.PL abstainer.ACC/GEN.PL be.IPFV.PST.N.SG	A_only	Ambiguous	2	3	human	human	Pronoun	Clause	1	9	1	4	Mentioned_close	New_familiar	Present_salient	Absent_familiar	govorit'	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	At_Home	Family	2	Вот так вот ё мое/ а то мы привыкли считать/ что маленькая/ маленькая еще.	that there that INTJ INTJ but we.NOM.PL be.used.PFV.PST.PL think.IPFV.INF that little.NOM.F.SG little.NOM.F.SG still	So there's that, for crying out loud, otherwise we have used to think that little, that (she's) still little.	AVP	Middle	my	čto malen'kaja malen'kaja ješ'o	we.NOM.PL	that little.NOM.F.SG little.NOM.F.SG still	A_only	P_only	1	3	human	inanimate	Pronoun	Clause	1	11	1	4	Inferable_far	New_familiar	Inferable_salient	Absent_familiar	sčitat'	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	At_Dinner	Spouses	I	все думают что это музыка/	everyone.NOM.PL think.IPVF.PRS.3.PL that this music.NOM.SG	Everyone thinks that it's music	AVP	Middle	vsje	čto eto muzyka	everyone.NOM.PL	that this music.NOM.SG	A_only	P_only	3	3	human	inanimate	Pronoun	Clause	1	6	1	3	Non-referential	New_unfamiliar	Non-referential	Absent_unfamiliar	dumat'	noncausal	Present	declarative	main	Unambiguous	No	No	A	No_Comparison	No_Comparison	No
Russian	Music_and_Theater	Friends	G	Все там повышали свое мастерство и так далее/	everyone.NOM there master.IPFV.PST.PL they.REFL.NOM/ACC.N.SG skill.NOM/ACC.SG	Everyone mastered their skills there and so on.	AVP	Middle	vse	masterstvo	everyone.NOM	skill.NOM/ACC.SG	A_only	Ambiguous	3	3	human	inanimate	Pronoun	BareNoun	1	3	1	1	Inferable_far	Inferable_close	Absent_familiar	Absent_familiar	povyšat'	causal	Past	declarative	main	Unambiguous	No	No	A	Less_Accessible	Same_Accessibility	No
Russian	At_Dinner	Spouses	Zh	вы же купили меньший размер/	you.NOM.PL after.all buy.IPFV.PST.2.PL smaller.NOM/ACC.M.SG size.NOM/ACC.SG	After all, you've bought the smaller size.	AVP	Middle	vy	men'šij razmer	you.NOM.PL	smaller.NOM/ACC.M.SG size.NOM/ACC.SG	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	4	1	2	Inferable_far	New_familiar	Inferable_salient	Absent_familiar	kupit'	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	At_Dinner	Spouses	I	вы же лучше знаете ситуацию//	you.NOM.PL after.all better know.IPFV.PRS.2.PL situation.ACC.SG	After all, you know the situation better.	AVP	Middle	vy	situatsiju	you.NOM.PL	situation.ACC.SG	A_only	P_only	2	3	human	inanimate	Pronoun	BareNoun	1	5	1	1	Inferable_far	Mentioned_far	Absent_familiar	Absent_familiar	znat'	noncausal	Present	declarative	main	Unambiguous	No	No	A	Less_Accessible	Same_Accessibility	No
Russian	At_the_Furniture_Store	Seller/Buyer	B	Вы мне напишите одного//	you.FRM.NOM.SG I.DAT.SG write.down.PFV.FUT.2.PL one.ACC/GEN.M/N.SG	Write down the one for me.	AVP	Middle	vy	odnogo	you.FRM.NOM.SG	one.ACC/GEN.M/N.SG	A_only	P_only	2	3	human	inanimate	Pronoun	BareNoun	1	3	1	1	Mentioned_far	Mentioned_far	Present_salient	Absent_familiar	napisat'	causal	Present	imperative	main	Unambiguous	Yes	No	A	Same_Accessibility	More_Accessible	No
Russian	Argument_With_Patrol	Partol Officer/Driver/Passenger	I	Вы показываете документы и едете дальше.	you.NOM.PL show.IPFV.PRS.2.PL document.NOM/ACC.PL and drive.IPFV.PRS.1.PL further	You show the documents and drive further.	AVP	Middle	vy	dokumenty	you.NOM.PL	document.NOM/ACC.PL	A_only	Ambiguous	2	3	human	inanimate	Pronoun	BareNoun	1	4	1	1	Mentioned_close	Mentioned_far	Present_salient	Absent_familiar	pokazyvat'	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Accountant_Conversation	Colleagues	I	вы уже поднимали этот вопрос при Нине Сергеевне!	you.NOM.PL already raise.IPFV.PST.PL this.NOM/ACC.SG question.NOM/ACC.SG with NAME.DAT.SG PATRONYM.DAT.SG	You have already raised this question with Nina Sergeevna!	AVP	Middle	vy	etot vopros	you.NOM.PL	this.NOM/ACC.SG question.NOM/ACC.SG	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	4	1	2	Mentioned_far	Mentioned_far	Present_salient	Absent_familiar	podnimat'	causal	Past	declarative	main	Unambiguous	No	No	A	Same_Accessibility	More_Accessible	No
Russian	At_the_Furniture_Store	Seller/Buyer	S	Вы хотите раздвижную библиотеку?//	you.FRM.NOM.SG want.IPFV.PRS.2.PL pull-out.ACC.F.SG library.ACC.SG	You want a pull-out library?	AVP	Middle	vy	razdvižnuju biblioteku	you.FRM.NOM.SG	pull-out.ACC.F.SG library.ACC.SG	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	9	1	2	Mentioned_far	New_unfamiliar	Present_salient	Absent_unfamiliar	xotet'	noncausal	Present	interrogative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Accountant_Conversation	Colleagues	Zh	если мы покрасили допустим какое-то помещение краской//	if we.NOM.PL colour.PFV.PST.PL suppose.PFV.FUT.1.PL some.NOM/ACC.N.SG room.NOM/ACC.SG paint.INS.SG	For example, if we have painted some room.	AVP	Middle	my	kakoje-to pomeš'enie	we.NOM.PL	some.NOM/ACC.N.SG room.NOM/ACC.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	9	1	2	Mentioned_far	Non-referential	Inferable_salient	Non-referential	pokrasit'	causal	Past	declarative	main	Unambiguous	No	No	A	No_Comparison	No_Comparison	No
Russian	Quarrel	Couple	D	Знаешь/ я сказала сегодня/ что вчера узнала кое-что совершенно случайно/	know.IPFV.PRS.2.SG I.NOM.SG tell.IPFV.PST.F.SG today that yesterday find.out.PFV.PST.F.SG something.NOM/ACC entirely by.accident	You know, today I told that yesterday I found something out entirely by accident.	AVP	Middle	ja	čto včera uznala koje-čto soveršenno slučajno	I.NOM.SG	that yesterday find.out.PFV.PST.F.SG something.NOM/ACC entirely by.accident	A_only	P_only	1	3	human	inanimate	Pronoun	Clause	1	16	1	6	Mentioned_far	New_familiar	Present_salient	Absent_unfamiliar	skazat'	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Going_Through_Photos	Friends	1	Знала бы она/ что именно этот юноша раздолбал кровать на две части/	know.IPFV.PST.F.SG if she.NOM.SG that particularly this.NOM.M.SG adolescent.NOM.SG smash.PFV.PST.M.SG bed.NOM/ACC.SG on two.NOM/ACC.F.PL piece.GEN.SG	If she only knew that this particular adolescent smashed the bed in two peices.	AVP	Middle	etot junoša	krovat'	this.NOM.M.SG adolescent.NOM.SG	bed.NOM/ACC.SG	A_only	Ambiguous	3	3	human	inanimate	NP	BareNoun	5	2	2	1	Mentioned_far	New_familiar	Absent_familiar	Absent_familiar	razdolbat'	causal	Past	declarative	subordinate	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
Russian	Accountant_Conversation	Colleagues	M	и если мы сделали реконструкцию этого здания	and if we.NOM.PL make.PFV.PST.PL reconstruction.ACC.SG this.GEN.M/N.SG building.GEN.SG	An if we've reconstructed this building.	AVP	Middle	my	rekonstruktsiju etogo zdanija	we.NOM.PL	reconstruction.ACC.SG this.GEN.M/N.SG building.GEN.SG	A_only	P_only	1	3	human	inanimate	Pronoun	NP	1	11	1	3	Mentioned_far	New_unfamiliar	Inferable_salient	Absent_unfamiliar	sdelat'	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Music_and_Theater	Friends	G	И она значит все время просит мадмуазель ...	and she.NOM.SG them all.NOM.ACC.N.SG time.NOM/ACC.SG ask.IPFV.PRS.3.SG mademoiselle.SG	And she's then asking mademoiselle all the time.	AVP	Middle	ona	madmuazel'	she.NOM.SG	mademoiselle.SG	A_only	Ambiguous	3	3	human	human	Pronoun	BareNoun	2	4	1	1	Mentioned_close	New_unfamiliar	Absent_familiar	Absent_unfamiliar	prosit'	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	At_Dinner	Spouses	I	и она/ вызовёт свою подчиненную/	and she.NOM.SG call.PFV.FUT.3.SG she.POSS.ACC.F.SG junior.ACC.F.SG	And she will call her senior.	AVP	Middle	ona	svoju podčinjonnuju	she.NOM.SG	she.POSS.ACC.F.SG junior.ACC.F.SG	A_only	P_only	3	3	human	human	Pronoun	NP	2	7	1	2	Mentioned_far	New_unfamiliar	Absent_familiar	Absent_unfamiliar	vyzvat'	noncausal	Future	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Music_and_Theater	Friends	G	И потом они сдают же экзамены у нас// 	and then they.NOM.PL pass.IPFV.PRS.3.PL after.all exam.NOM/ACC.PL at we.GEN.PL	And then they pass their exams at ours, after all.	AVP	Middle	oni	ekzameny	they.NOM.PL	exam.NOM/ACC.PL	A_only	Ambiguous	3	3	human	inanimate	Pronoun	BareNoun	2	4	1	1	Mentioned_far	New_unfamiliar	Inferable_nonsalient	Absent_unfamiliar	sdavat'	causal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	At_Home	Family	2	И/ а то/ что она продала уже участок.	and but that that she.NOM.SG sell.PFV.PST.F.SG already lot.NOM/ACC.SG	And, but that she already sold the lot.	AVP	Middle	ona	učastok	she.NOM.SG	lot.NOM/ACC.SG	A_only	Ambiguous	3	3	human	inanimate	Pronoun	BareNoun	2	3	1	1	Mentioned_far	Mentioned_far	Absent_familiar	Absent_familiar	prodat'	causal	Past	declarative	subordinate	Unambiguous	No	No	A	Same_Accessibility	Same_Accessibility	No
Russian	At_the_Furniture_Store	Seller/Buyer	B	Или Вы знаете еще вот эти вот дырочки куда вставлять у меня просто разногабаритные эти книжки//	or you.FRM.NOM.SG know.IPFV.PRS.2.PL also here this.NOM/ACC.PL here hole.DIM.NOM/ACC.PL where insert.IPFV.INF at I.NOM.SG just different.NOM/ACC.PL this.NOM/ACC.PL book.NOM/ACC.PL	Or you know, also, where to insert these holes, it's just i have these different books.	AVP	Middle	vy	vot eti vot dyročki kuda vstavljat'	you.FRM.NOM.SG	here this.NOM/ACC.PL here hole.DIM.NOM/ACC.PL where insert.IPFV.INF	A_only	P_only	2	3	human	inanimate	Pronoun	Clause	1	11	1	6	Mentioned_far	New_unfamiliar	Present_salient	Absent_unfamiliar	znat'	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Music_and_Theater	Friends	T	как же ты отлучаешь всех?	how after.all you.NOM.SG separate.IPFV.PRS.2.SG everyone.ACC.PL	After all, how do you separate them?	AVP	Middle	ty	vsex	you.NOM.SG	everyone.ACC/GEN	A_only	P_only	2	3	human	human	Pronoun	Pronoun	1	1	1	1	Mentioned_far	Non-referential	Present_salient	Non-referential	otlučat'	causal	Present	declarative	main	Unambiguous	No	No	A	No_Comparison	No_Comparison	No
Russian	Day_in_a_Family	Family	T1_A	Конечно я знаю что мне надо	of.course I.NOM.SG know.IPFV.PRS.1.SG what.NOM/ACC I.DAT.SG be.needed	Of course, I know what I need	AVP	Middle	ja	čto mne nado	I.NOM.SG	what.NOM/ACC I.DAT.SG be.needed	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	4	1	3	Mentioned_far	New_unfamiliar	Present_salient	Absent_unfamiliar	znat'	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Argument_With_Patrol	Partol Officer/Driver/Passenger	M	Мы будем терять время и ваше/ и наше?	we.NOM.PL be.IPFV.FUT.1.PL lose.IPFV.INF time.NOM/ACC.SG and you.FRM.POSS.NOM/ACC.N.SG and we.POSS.NOM/ACC.N.SG	Will we lose yours and our time?	AVP	Middle	my	vremja i vaše i naše	we.NOM.PL	time.NOM/ACC.SG and you.FRM.POSS.NOM/ACC.N.SG and we.POSS.NOM/ACC.N.SG	A_only	P_only	1	3	human	inanimate	Pronoun	NP	1	8	1	5	Inferable_far	New_unfamiliar	Present_salient	Absent_unfamiliar	terjat'	noncausal	Future	interrogative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Quarrel	Couple	E	мы бы сегодня провели наверное лучший день за весь период нашего общения/	we.NOM.PL would today spend.PFV.PST.PL probably best.NOM/ACC.M.SG day.NOM/ACC.SG in entire.NOM/ACC.M.SG period.NOM/ACC.SG we.POSS.GEN.M.SG communication.GEN.SG	We would have probably spent the best day in an entire period of our communication.	AVP	Middle	my	lučšij den'	we.NOM.SG	best.NOM/ACC.M.SG day.NOM/ACC.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	3	1	2	Mentioned_far	New_unfamiliar	Present_salient	Absent_unfamiliar	provesti	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	Accountant_Conversation	Colleagues	I	мы не изменяем стоимость/ здания (м… м) ремонтами//	we.NOM.PL not change.IPFV.PRS.1.PL price.NOM/ACC.SG building.GEN.SG renovation.INS.PL	We are not changing the price of the building with reparations.	AVP	Middle	my	stoimost' zdanija	we.NOM.PL	price.NOM/ACC.SG building.GEN.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	6	1	2	Mentioned_far	Mentioned_far	Inferable_salient	Absent_familiar	izmenjat'	causal	Present	declarative	main	Unambiguous	No	No	A	Same_Accessibility	More_Accessible	No
Russian	Argument_With_Patrol	Partol Officer/Driver/Passenger	M	Мы не можем показать документы/ потому что мы не понимаем причину остановки.	we.NOM.SG not can.IPFV.PRS.1.PL show.PFV.INF document.NOM/ACC.PL because that we.NOM.PL not understand.IPFV.PRS.1.PL cause.ACC.SG stop.GEN.SG	We can't show the documents becasue we don't understand the cause of the stop.	AVP	Middle	my	pričinu ostanovki	we.NOM.PL	cause.ACC.SG stop.GEN.SG	A_only	P_only	1	3	human	inanimate	Pronoun	NP	1	7	1	2	Mentioned_close	Mentioned_far	Present_salient	Absent_familiar	ponimat'	noncausal	Present	declarative	subordinate	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Russian	At_the_Hotel	Colleagues	B	Мы не успеваем запомнить/ как ... как они/ какие места ... (смеется)	we.NOM.SG not manage.IPFV.PRS.1.PL remember.PFV.INF how how they.NOM.PL what.NOM/ACC.PL place.NOM/ACC.PL	We don't manage to remember how... how they, what places... (laughs).	AVP	Middle	my	kak oni kakie mesta	we.NOM.PL	how they.NOM.PL what.NOM/ACC.PL place.NOM/ACC.PL	A_only	P_only	1	3	human	inanimate	Pronoun	Clause	1	8	1	4	Mentioned_far	New_unfamiliar	Present_salient	Absent_unfamiliar	zapomnit'	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
